RecordNum,Date Time(UTC),P4_mb,P1_mb,T1_C,RH1,T_CS215,RH_CS215,Vbat,N1Cts,N1ET_sec,N1T_C,N1RH
1, 2019/12/01 00:00:00,961.45,961.4,7.2,13.3,4.7,50.9,12.802,2364,3601,10.5,0
2, 2019/12/01 01:00:00,961.79,961.6,6.4,12.6,3.8,51.4,12.761,2282,3599,9.3,0
3, 2019/12/01 02:00:00,961.77,961.6,4.8,12.1,2.6,57.3,12.729,2283,3600,7.7,0
4, 2019/12/01 03:00:00,961.97,961.9,4.2,11.9,2.3,60,12.71,2238,3600,7,0
5, 2019/12/01 04:00:00,962.73,962.6,3.9,11.8,1.8,67.9,12.692,2333,3600,6.5,0
6, 2019/12/01 05:00:00,963.12,963.1,3.3,11.7,1.6,69.8,12.677,2287,3600,6,0
7, 2019/12/01 06:00:00,963.86,963.9,3.4,12.3,1.8,66.3,12.672,2338,3600,5.9,0
8, 2019/12/01 07:00:00,964.76,964.7,3.5,12.9,1.6,69.8,12.663,2300,3600,5.9,0
9, 2019/12/01 08:00:00,965.42,965.3,3.1,13.4,0.9,77.6,12.652,2199,3600,5.5,0
10, 2019/12/01 09:00:00,967.44,967.3,3.3,13.5,1.8,65.3,12.645,2201,3600,5.7,0
11, 2019/12/01 10:00:00,968.47,968.4,3.4,13.6,1.3,64.2,12.638,2179,3600,5.7,0
12, 2019/12/01 11:00:00,969.67,969.5,3,13.4,0.7,64.6,12.629,2197,3601,5.5,0
13, 2019/12/01 12:00:00,971.37,971.2,2.2,12.9,0.4,65.4,12.617,2226,3600,4.8,0
14, 2019/12/01 13:00:00,972.89,972.7,2.2,12.9,0.2,65.1,12.605,2198,3600,4.7,0
15, 2019/12/01 14:00:00,973.52,973.4,1.6,12.9,-0.6,77.8,12.622,2073,3600,4.1,0
16, 2019/12/01 15:00:00,974.47,974.4,1.8,13.1,0.2,67.5,12.639,2072,3600,4.2,0
17, 2019/12/01 16:00:00,975.59,975.6,2.6,13.4,0.8,62.1,12.835,2133,3600,4.8,0
18, 2019/12/01 17:00:00,976.35,976.3,3,13.5,0.9,60.9,13.122,2057,3600,5.3,0
19, 2019/12/01 18:00:00,976.51,976.4,3.3,13.6,1.1,59.9,13.277,2063,3600,5.5,0
20, 2019/12/01 19:00:00,977.06,976.9,3.6,13.6,1.4,59.3,13.192,2088,3600,5.9,0
21, 2019/12/01 20:00:00,978.07,978,3.5,13.5,1,60.7,13,2176,3600,5.8,0
22, 2019/12/01 21:00:00,978.85,978.8,3.3,13.2,1,62.3,12.924,1987,3600,5.7,0
23, 2019/12/01 22:00:00,979.59,979.5,3.3,12.9,1.3,61.3,12.95,2155,3600,5.7,0
24, 2019/12/01 23:00:00,981.58,981.2,3.1,12.7,0.7,65.8,12.682,2004,3600,5.5,0
25, 2019/12/02 00:00:00,982.1,981.8,2.5,12.4,0.2,63.6,12.623,2011,3600,5.1,0
26, 2019/12/02 01:00:00,982.58,982.3,2.1,12.3,-0.1,66.6,12.593,2029,3601,4.6,0
27, 2019/12/02 02:00:00,983.3,983.1,1.7,11.9,-0.4,68.2,12.578,2094,3600,4.2,0
28, 2019/12/02 03:00:00,984.34,984.1,1.3,11.7,-0.5,70.3,12.567,2006,3600,3.9,0
29, 2019/12/02 04:00:00,984.37,984.2,0.5,11.3,-1.5,75.5,12.558,1957,3600,3.2,0
30, 2019/12/02 05:00:00,984.68,984.6,-0.4,10.8,-1.9,74.8,12.548,2019,3600,2.3,0
31, 2019/12/02 06:00:00,984.99,984.7,-1.4,10.5,-2.8,80,12.537,1966,3600,1.5,0
32, 2019/12/02 07:00:00,984.69,984.5,-1.9,10.2,-3.2,79.4,12.527,1926,3600,0.8,0
33, 2019/12/02 08:00:00,985.18,985,-2.5,10,-4.2,82.7,12.519,1884,3600,0.2,0
34, 2019/12/02 09:00:00,985.76,985.7,-3.2,9.8,-4.8,84.4,12.509,2051,3600,-0.5,0
35, 2019/12/02 10:00:00,985.93,985.8,-4.1,9.6,-5.6,86,12.5,1975,3600,-1.3,0
36, 2019/12/02 11:00:00,987.19,987,-4.5,9.6,-4.5,82.9,12.493,1964,3600,-1.7,0
37, 2019/12/02 12:00:00,986.76,986.5,-4.3,9.5,-6.2,87.6,12.488,1968,3601,-1.7,0
38, 2019/12/02 13:00:00,985.99,985.8,-4.3,9.4,-5.6,85.6,12.482,2066,3600,-1.8,0
39, 2019/12/02 14:00:00,986.94,986.8,-5.1,9.3,-5.3,84.4,12.812,1995,3600,-2.3,0
40, 2019/12/02 15:00:00,986.36,986.2,-3.1,9.3,-3,76.2,14.855,2014,3600,-0.5,0
41, 2019/12/02 16:00:00,986.28,986.3,0.4,9.2,-1.7,70,14.779,1915,3600,3.2,0
42, 2019/12/02 17:00:00,985.58,985.6,2.7,8.9,1.5,52.6,13.386,1917,3600,6.2,0
43, 2019/12/02 18:00:00,984.43,984.5,5,8.8,3.4,42.8,13.221,1990,3600,8.9,0
44, 2019/12/02 19:00:00,983.12,983.2,7.2,8.6,5.1,28,14.571,1962,3600,10.7,0
45, 2019/12/02 20:00:00,981.94,982,9.7,8.4,7.6,27.8,14.078,2093,3600,12.7,0
46, 2019/12/02 21:00:00,980.87,980.9,11.9,8,9.3,24.3,14.039,1966,3600,14.5,0
47, 2019/12/02 22:00:00,980.64,980.6,11.8,7.6,8.8,24.4,14.03,2102,3600,14.6,0
48, 2019/12/02 23:00:00,979.86,979.9,8.9,7.3,5.3,32.2,13.003,2111,3600,12.5,0
49, 2019/12/03 00:00:00,979.78,979.8,2.9,7.2,-1.4,59.8,12.81,2076,3600,7.3,0
50, 2019/12/03 01:00:00,980.12,979.9,-0.7,7.1,-2.9,71,12.75,2074,3600,3.7,0
51, 2019/12/03 02:00:00,979.48,979.5,-1.3,7.2,1.5,48.8,12.712,2147,3601,2.3,0
52, 2019/12/03 03:00:00,979.67,979.6,-0.5,7.1,-2.6,72.6,12.693,2010,3600,2.5,0
53, 2019/12/03 04:00:00,978.61,978.7,0.3,7.2,1.7,55.4,12.679,2030,3600,2.8,0
54, 2019/12/03 05:00:00,977.96,977.8,1.9,7.2,1.6,54.8,12.675,2124,3600,4.1,0
55, 2019/12/03 06:00:00,977.65,977.6,1,7.1,-1.3,68.9,12.66,2108,3600,3.6,0
56, 2019/12/03 07:00:00,976.09,976.2,2.1,7.2,2.4,54.5,12.656,2141,3600,4.4,0
57, 2019/12/03 08:00:00,976.04,976.2,3.3,7.2,1.6,58.2,12.655,2021,3600,5.4,0
58, 2019/12/03 09:00:00,976.37,976.3,0.3,7.1,-2.5,78,12.633,2110,3600,3.5,0
59, 2019/12/03 10:00:00,975.52,975.5,-1.8,7.1,-3.6,85.7,12.609,2098,3600,1.5,0
60, 2019/12/03 11:00:00,975.61,975.6,-2.2,7.2,-3.5,86.3,12.596,2100,3600,0.9,0
61, 2019/12/03 12:00:00,975.51,975.5,-1.9,7.3,-0.3,73.1,12.585,2093,3600,0.8,0
62, 2019/12/03 13:00:00,975.24,975.1,-1.2,7.3,-2.2,84.4,12.578,2089,3600,1.2,0
63, 2019/12/03 14:00:00,975.09,975.1,-1.2,7.3,-1.1,81.4,12.598,2113,3601,1.3,0
64, 2019/12/03 15:00:00,975.48,975.4,0.3,7.4,1.5,71.5,14.769,2108,3600,2.5,0
65, 2019/12/03 16:00:00,975.45,975.6,4.3,7.5,3.5,67.3,14.657,2096,3600,6.4,0
66, 2019/12/03 17:00:00,975.36,975.6,7.4,7.3,7.9,50.9,13.347,2175,3600,10.2,0
67, 2019/12/03 18:00:00,974.82,975,10.8,7.2,11.2,42.1,13.102,2164,3600,14.1,0
68, 2019/12/03 19:00:00,974.37,974.5,14.5,7,13.5,34.1,14.354,2142,3600,17.4,0
69, 2019/12/03 20:00:00,974.14,974.3,16.8,6.9,14.2,33.7,13.885,2131,3600,19.6,0
70, 2019/12/03 21:00:00,974.05,974.3,17.8,6.6,15.2,31.1,13.864,2173,3600,20.7,0
71, 2019/12/03 22:00:00,974.56,974.8,17.8,6.5,15.1,31.7,13.857,2210,3600,20.8,0
72, 2019/12/03 23:00:00,975.25,975.4,15.7,6.4,12.3,37.7,13.008,2189,3600,19.1,0
73, 2019/12/04 00:00:00,975.87,975.8,11.2,6.4,6.9,50.9,12.841,2052,3600,15.3,0
74, 2019/12/04 01:00:00,976.28,976.2,5.4,6.5,1.4,70,12.783,2063,3600,10.2,0
75, 2019/12/04 02:00:00,976.6,976.5,2,6.6,-0.8,79.5,12.734,2114,3600,6.5,0
76, 2019/12/04 03:00:00,976.74,976.6,0,6.6,-1.9,85,12.694,2148,3600,4,0
77, 2019/12/04 04:00:00,976.93,976.7,-0.9,6.7,-2.1,85.7,12.663,2091,3600,2.6,0
78, 2019/12/04 05:00:00,977.33,977.1,-1,6.7,0,79.5,12.64,2152,3600,2,0
79, 2019/12/04 06:00:00,977.65,977.5,-0.9,6.8,-2.9,89.8,12.626,2070,3600,1.8,0
80, 2019/12/04 07:00:00,977.78,977.7,-1.6,6.8,-2,86.8,12.61,2102,3600,1.2,0
81, 2019/12/04 08:00:00,977.34,977.3,-1.8,6.8,-3.2,92.9,12.598,2055,3601,0.9,0
